,id,intitule,description,dateCreation,dateActualisation,lieuTravail,romeCode,appellationlibelle,typeContrat,salaire,dureeTravailLibelleConverti,qualificationLibelle,secteurActiviteLibelle,langues,formations,permis,latitude,longitude
333,9792478,CRM Data Specialist (Sophia Antipolis - ouvert CDI ou freelance) (IT) / Freelance (H/F),"Nous recherchons un CRM / Data specialist pour rejoindre l?équipe digitale d?un groupe de plusieurs sociétés et réseaux de franchises.
Vous participerez activement à la gestion et l?analyse des bases de données des sociétés du groupe. 
Vous travaillerez en étroite collaboration avec le DATA Analyst, le CRM Manager et le Responsable Digital.
Responsabilités Principales :
- Gestion des Bases de Données : Assurer la maintenance, l?évolution des bases de données CRM (SugarCRM - MySQL)
- Analyse de Données : Effectuer des analyses approfondies pour identifier les tendances, les comportements des clients et les opportunités de marché.
- Segmentation de la Clientèle : Développer des segments de clients pour des campagnes marketing ciblées.
- Rapports et Insights : Générer des rapports réguliers et fournir des insights basés sur les données pour informer les décisions stratégiques & marketing .
- Automatisation Marketing : Utiliser des outils d?automatisation comme Make.com ou Zapier pour optimiser les campagnes marketing.
- Collaboration : Travailler en étroite collaboration avec les équipes marketing & sales pour assurer une approche intégrée.
Compétences Techniques :
- Maîtrise de SQL et Python : Capacité à écrire des requêtes complexes et à utiliser Python pour l?analyse de données.
- Connaissance des Outils d?Automatisation : Expérience avec Make.com, Zapier.com ou autres outils similaires.
- Analyse de Données : Fortes compétences en analyse et en interprétation de données. Usage d?outils BI (PowerBI, Google Looker Studio )
- CRM et Marketing Relationnel : Compréhension approfondie des stratégies CRM et du marketing relationnel.
VOTRE PROFIL
BAC + 4/5
Vous êtes bilingue (FR / EN)
Vous êtes habitué(e) à gérer des projets complexes ;
Vous faites preuve de rigueur au quotidien ;
Dynamique et proacti(ve), vous avez un tempérament accrocheur et persévérant ;
Vous êtes motivé(e) par la construction d?un projet innovant et ambitieux dans le domaine du sport ;
Vous appréciez travailler en équipe et évoluer dans un environnement effervescent ;
Vous êtes sensible à votre hygiène de vie et vous aimez le sport.
Interessé(e)?",2024-01-17,2024-01-17,06 - BIOT,M1403,Data scientist,LIB,,,,,,,,43.628198,7.084843
334,9792422,Data analyste informatique Risk (H/F) (IT) / Freelance,"Recherche d'un Data Analyst en renfort sur la Data Risk Recouvrement
CONNAISSANCES TECHNIQUES/FONCTIONNELLES:
Etude quantitative: analyse risque de crédit, de parcours et recouvrement
Compréhension problématique de recouvrement et de risque de crédit. Accompagnement des métiers (relation client, finance) sur l'évolution des process et des fonctionnalités
Création, suivi et analyse de reportings opérationnels
Automatisation de suivis existants.
Indispensables avec expérience:
Expérience dans le métier de la Data Analyse
SAS
Profil candidat:
EXPERIENCE:5 ans (niveau 2)
Nécessaires:Expérience réussie dans le risque dans un établissement financier
QUALITES PERSONNELLES RECHERCHEESCapacités d'analyse
 Force de conviction, communication, sens relationnel
 Capacité à travailler en transversalité (Direction Risque, Direction Financière, Direction Relation Client)",2024-01-17,2024-01-17,59 - LILLE,M1403,Data scientist,LIB,,,,,,,,50.630992,3.045433
335,9791932,Data analyste informatique Web (IT) / Freelance (H/F),"Bonjour,
VISIAN est une société de conseil spécialisée autour de l?innovation, la conception produit et la data.
Dans un marché où les enjeux de recrutement sont clés et où le nombre de freelances est en constante augmentation, Visian a créé une entité dédiée au recrutement de freelances experts du digital et d?IT. 
Dans le cadre de nos projets clients, nous recherchons un data analyst sénior.
Positionné à la DSI, il met en ?uvre des outils informatiques, des techniques et des méthodes statistiques pour permettre d?organiser, synthétiser et traduire efficacement des données.
Il fournit un appui analytique à la conduite d?exploration et à l?analyse complexe de données 
 Il crée des algorithmes de recherche de données qui permettent d?explorer les données utiles.
 Il procède aussi à l?industrialisation du procédé pour les données les plus intéressantes. 
Et organise, synthétise et traduit les informations pour faciliter la prise de décision.
 Il gère les opérations et l?administration, la modélisation et l?architecture des gisements de données.
Et s?assure que les bases de données existantes fonctionnent bien et en cohérence.
Analyser les besoins du client
Définition du cahier des charge
Définition des budgets
Web-analyse
Mise en place de tableaux de bord automatisés, définition des objectifs, déploiement de flux de données/analyse de la performance des leviers d?acquisition/accompagnement sur les sujets d?analyse de données
Création de rapports d?analyse et de retours d?expérience des campagnes d?acquisition
Construction de plans de taggage des landings pages liées à l?acquisition digitale
Dépôts de tags
veille concurrentielle
Assurer la remontée des alertes
Réaliser le reporting
Garantir la qualité des livrables
 Mise en place de plan de marquage
 Codage en javascript
 Forte appétence à l?analyse de données, connaissance de Google Analytics, data science et des TMS.
 Maitrise des outils de gestion de data (langage SQL, Google Cloud Platform, Python, API, Excel, R),.
 Pratique de solutions de datavisualisation (Google Data Studio, Tableau Software).
 Bonne culture générale de webmarketing (affiliation, partenariats, référencement naturel et payant...).
 Maitrise de tout ce qui est développement AEM (Est un plus)
Si vous êtes à l?écoute du marché en ce moment je vous invite à postuler en m?envoyant votre candidature par mail.
 
Bien à vous, 
Yohan",2024-01-17,2024-01-17,92 - NANTERRE,M1403,Data scientist,LIB,,,,,,,,48.898095,2.202314
336,9777546,Data Engineer H/F,"NEXTON recrute un DATA ENGINEER H/F, en CDI, à Paris !
 
 Qui sommes-nous ?
 
 NEXTON c'est avant tout une entreprise qui accompagne ses clients dans leur transformation digitale. Tous les jours, nous travaillons avec des grands comptes et des pures players (SNCF, Orange, BNP PARIBAS.).
 
 Nous sommes experts du digital aussi bien sur de l'accompagnement stratégique qu'opérationnel. 
 
 Fort du succès, NEXTON connaît aujourd'hui un développement significatif, autour de ses valeurs piliers : cohésion, confiance et performance.
 
 Et pour toi ? Notre politique de développement des compétences dynamique saura te séduire avec un programme de suivi de carrière sur-mesure.
 
 Contexte : 
 
Nous recherchons pour notre client spécialisé dans le secteur des Transports, un Data Engineer qui maitrise Dataiku.
 
 Les missions : 
 
 Tes principales missions sont :

 * Comprendre les problématiques en jeu de chaque sujet et être force de proposition
 * Concevoir, implémenter et participer à l'industrialisation des applications data
 * Travailler en étroite collaboration avec les développeurs de l'équipe afin de répondre à l'ensemble des pratiques en place (tests, relectures de code, industrialisation, cérémonies agiles
Tu justifies d'une expérience de minimum 2 ans en tant que développeur ou ingénieur data. Tu maîtrises Scala (ou Java) et Spark et idéalement Airflow et les services AWS.
 
Tu connais et maîtrises l'outil Dataiku

Enfin, tu es sensible aux problématiques techniques et best-practices pour la réalisation de projets DATA fiables et robustes.

 
NEXTON c'est aussi et surtout de nombreux moments de rencontres tout au long de l'année :
 
 - Des communautés : 2 Meet Up par mois pour partager et échanger avec des experts
 
 - De nombreux moments de rencontres professionnels et extra professionnels tout au long de l'année
 
 - Des moments privilégiés avec ton manager
 
 Prêt à nous rejoindre ? Rencontrons-nous !",2024-01-17,2024-01-18,75 - PARIS 02,M1403,Data scientist,CDI,"Annuel de 40000,00 Euros à 60000,00 Euros",,,Portails Internet,,,,48.859295,2.345581
337,9795254,Ingénieur(e) en Machine Learning (H/F),"En tant qu'Ingénieur(e) en Machine Learning, vous aurez l'opportunité de travailler avec des industriels pour expérimenter différents modèles et trouver comment avoir le meilleur impact sur leur processus métier. Vous collaborerez avec les communautés open source tout en menant des recherches en apprentissage automatique.
Si vous êtes passionné(e) par la création de solutions technologiques de pointe et que vous vous épanouissez dans un environnement collaboratif, nous avons une superbe opportunité pour vous. Vous aimez les défis ? Alors venez révolutionner l'industrie avec nous !
À propos de vous :
Vous avez mené des recherches de pointe en apprentissage automatique et/ou avez collaboré avec la communauté de la recherche/open source, telle que Hugging Face, Eleuther, Carper, LAION, OpenAssistant, ou des chercheurs chez Google, Meta, etc

Vous avez envie de piloter une équipe data

Vous avez un intérêt marqué, voire une passion, pour le développement du produit (c'est-à-dire une compréhension approfondie des produits existants, la capacité à anticiper les besoins des utilisateurs finaux, la volonté de contribuer à l'amélioration continue des produits, et éventuellement la proposition de nouvelles idées ou fonctionnalités innovantes)",2024-01-17,2024-01-17,92 - PUTEAUX,M1403,Data scientist,CDI,"Annuel de 70000,00 Euros à 90000,00 Euros",,Cadre,Production d'électricité,,,,46.227638,2.213749
338,9669087,"Data Scientist - Session Juin 2024 F/H - Système, réseaux, données (H/F)","Descriptif du poste:

A l'issue de la formation, vous serez capable de

· Définir et piloter le choix et la mise en place d'une solution informatique adaptée à une organisation

· Concevoir et implémenter des modèles de machine learning.

· Analyser de grandes quantités de données complexes.

· Utiliser des outils de traitement de données à grande échelle.

· Interpréter et communiquer les résultats d'analyse.

· Appliquer des principes d'éthique et de conformité dans l'analyse des données.

La formation démarrera le 19 juin et se terminera le 20 septembre 2024

Profil recherché:

· Être titulaire d'une certification professionnelle ou d'un diplôme de niveau 6 (bac+3) dans le domaine du management de projets, de l'informatique ou du développement et justifiant d'au moins une année d'expérience professionnelle dans ce secteur.

· ou être titulaire d'une certification professionnelle ou d'un diplôme de niveau (bac+2) dans le domaine du management de projets, de l'informatique ou du développement et justifiant d'au moins trois ans d'expérience professionnelle dans ce secteur.

· Avoir une solide formation en mathématiques et statistiques

· Maîtriser les langages de programmation comme Python

· Comprendre les bases de la science des données et du machine learning

· Avoir une expérience avec des bases de données SQL et NoSQL.

· Posséder des compétences en visualisation de données.",2024-01-16,2024-01-16,75 - PARIS 01,M1403,Data scientist,CDI,,,Cadre,Formation continue d'adultes,,,,48.859,2.347
339,9656165,Data Scientist Opération & Finance H/F,"Lieu de travail : Basé au 136 avenue Charles de Gaulle, Neuilly-sur-Seine, des déplacements sont à prévoir occasionnellement sur nos sites en Europe.
Rattachement hiérarchique : Head of Data Science & Advanced Analytics Business Services Platform Europe
Contrat : CDI, temps plein.
Votre rôle chez Chanel :
La  Business Services Platform  se positionne en conseil interne, partenaire de tous nos départements fonctionnels, aux différents niveaux de l'organisation européenne : corporate, région, marchés et boutiques.
Elle se décompose en trois finalités opérationnelles complémentaires, soit :
- Business Intelligence - High Quality Reporting- Business monitoring
- Data visualisation
- Common language
- Process Automation- Time Saving
- Greater compliance
- Less errors
- Advanced Analytics & Data Science - Greater insights - Enhance decision-making
- Risk identification
- Predict, optimize & classify 
Notre mission D& A ,  Data Science & Advanced Analytics  : définir et réaliser des cas d'usage, pragmatiques et concrets, via une approche projet itérative et courte.
En très forte collaboration avec les acteurs opérationnels, doté d'une expertise mathématique adaptée à nos besoins spécifiques, nous produisons du business consulting, des modèles mathématiques et algorithmiques performants et opérants. Et en très forte collaboration avec les acteurs IT, nous construisons au fil des cas d'usage, nos plateformes européennes de donnée et d'algorithme, normalisées, industrialisées, orientées business et services.
L'impact que vous aurez chez Chanel :
PRESCRIRE LE BESOIN
- Participer à la construction de la feuille de route annuel : qualification et structuration du besoin macro, alignement de pré-modélisation, identification anticipée des sources de données, chiffrage et priorisation.
PRODUIRE LE CAS D'USAGE
- Dans une approche itérative, progressive et coconstruite avec l'expert opérationnel et les acteurs IT data-ops / dev-ops. Avec un temps de production court : 1 à 3 mois par cas d'usage, depuis la définition détaillée du besoin réel jusqu'au modèle opérant en production.
- Dans une élaboration progressive, fonctionnelle et cohérente de la plateforme cible de données et d'algorithmes  as a service .
- Préparer et mener les ateliers de définition détaillée, dans une approche produit / process cible, et couplée consulting métier / analyse exploratoire statistique de la donnée
- Produire les livrables formels et synthétiques de conception détaillée.
- Aligner et modéliser la solution mathématique et algorithmique, dans le respect de nos normes internes (scripts, framework de packages, performance, exposition / visualisation) et de la contrainte itérative.
- Tester avec l'expert opérationnel ; former et valider la solution de calcul avancé, sa restitution et son monitoring opérationnel
- Transmettre à l'IT les éléments et le support nécessaires d'industrialisation (mode batch - pipeline ou modèle conteneurisé).
- Documenter et garantir l'audibilité des modèles produits.
- Contribuer au pilotage du projet : tenue des échéances, anticipation des risques, mise en production
MAINTENIR LA PLATEFORME DE MODELES
- Surveiller et maintenir en condition opérationnelle les modèles avec entraînement.
- Itérer les cas d'usage, avec une intégration fonctionnelle progressive, des modèles de classification, de prédiction et d'optimisation.
- Maintenir la compétence opérationnelle par la formation nécessaire (rappels et nouvel arrivant).
- Participer à la veille technologique sur les modèles et nos environnements data / algo.
Ce que vous apporterez dans ce rôle/gagnerez de cette expérience :
- Diplômé d'une école d'ingénieur, option mathématiques appliquées / data science
- Expérience accomplie, avec des cas d'usage opérationnels et en production, sur des sujets de
- Séries temporelles
- Modèles d'optimisation
- Modèles de régression et de classification (machine & deep learning)
- Maîtrise du langage Python et/ou R
- Maîtrise des  frameworks  classiques d'analyse statistique et de modélisation ; e.g. en Python :
- Numpy, pandas, matplotlib, statsmodel
- Pmdarima, scikit-learn, scipy, tensorflow / keras, pytorch
- Expérience accomplie de définition / validation du besoin métier, en approche couplée  business consulting  & analyse exploratoire et statistique des données. Si possible dans les fonctions finance et opérations.
- Culture et savoir-faire en mode projet piloté de bout en bout, en double interface métier et IT
Vous êtes énergisé(e) par :
- Curiosité, vivacité et agilité d'esprit
- Influenceur, prescripteur et fort esprit de collaboration
- Sens du résultat et du se",2024-01-16,2024-01-16,Ile-de-France,M1403,Data scientist,CDI,,,Cadre,,,,,,
340,9626496,"Data Scientist Junior F/H - Système, réseaux, données (H/F)","Descriptif du poste:

Missions
Nous sommes de plus en plus sollicités par des structures de domaines variés (énergie, agriculture, cosmétique, logistique, ) pour les assistés dans la définition de leurs besoins, le pilotage des projets et leur réalisation. En tant que data scientist, vous viendrez renforcer nos capacités à répondre à tous ces besoins du territoire en intégrant l équipe technique. Au-delà des compétences techniques et scientifiques, le candidat doit pouvoir revendiquer des qualités de communication. Il doit pouvoir traiter les problématiques amont avec le client afin de bien pouvoir cerner le besoin.
Vous interviendrez en particulier sur les problématiques suivantes :
Explorer, rechercher et implémenter des solutions basées sur des méthodes statistiques ou des algorithmes d apprentissage automatique
Développer un prototype permettant au client de tester les fonctionnalités impératives à son besoin
·        Faire de la veille technologique selon vos besoins et vos goûts et la partager avec l équipe
·        Intervenir dans les formations ou les séminaires que nous donnons si possible.
En nous rejoignant, vous monterez en compétences sur les aspects de :
·        Développement informatique,
·        Connaissances de métiers variés (agriculture, énergie, cosmétique entre autres),
·        Gestion de projets data et IA

Profil recherché:

Passionné.e du domaine de l intelligence artificielle et de la science des données au sens large, vous possédez un master 2 d une université ou d école d ingénieurs. Vous aimez travailler en équipe, apprendre et partager.
Vous avez de solides connaissances en sciences des données et machine learning. Vous savez et aimez vulgariser les concepts et les travaux que vous avez réalisés.
 
Vous revendiquez des compétences techniques :
. Connaissance des étapes du cycle de vie d un projet de science des données
. Maîtrise de la chaîne de préparation des données
. Compréhension des mathématiques sous-jacentes aux algorithmes mis en œuvre
 
Posséder de façon avérée l une des compétences ci-dessous serait appréciable :
. Analyse textuelle (text mining) et traitement automatique des langues (NLP)
. Traitement d images
. Analyse de séries chronologiques multiples
 
Environnement technologique
Gestion de données : bases SQL noSQL
Développement : Python, Git, Docker
Librairies appliquées au Machine learning : scikit-learn, scipy, Keras, openCV entre autres
OS : Linux
 
Savoir-être
Sens du relationnel et du service client
Autonomie
Rigueur
Curiosité",2024-01-15,2024-01-15,45 - ORLEANS,M1403,Data scientist,CDI,,,Cadre,"Organisation de foires, salons professionnels et congrès",,,,47.873361,1.910372
341,9617089,DATA SCIENTIST AU SEIN DE LA CELLULE NUMÉRIQUE DU SERVICE NATIONAL DES ENQUÊTES H/F,"Référence CSP: MEF_2024-14901 
 Vous intégrerez la cellule numérique du SNE localisée au siège du SNE à Paris.


Dans un service au plus proche de la protection des consommateurs et de la répression de pratiques illicites, vous mettrez votre savoir et vos compétences au service de ces missions en répondant à des demandes en lien à des dossiers d'enquête.


Intégré·e au sein d'une équipe notamment composée de chefs de projet, de développeurs et data scientists, vous travaillerez quotidiennement avec des enquêteurs. Dans l'exercice de vos missions, vous pourrez contribuer à :

 - Modéliser et concevoir, en collaboration avec les développeurs de l'équipe des applications complexes intégrant des modèles statistiques (ex : Polygraphe, outil de détection de faux avis en ligne)


- Apporter votre expertise aux enquêteurs de la DGCCRF pour l'exploration et l'analyse complexe de données au moyen de techniques variées (statistiques, analyse de texte, analyse de réseaux, géolocalisation...) ;


- Industrialiser les algorithmes produits les plus pertinents ;
- Collecter des données issues du web et les caractériser (qualité, richesse, contenu) en vue de leur analyse et exploitation par les enquêteurs (ex : suivi de prix sur des sites de e-commerce)
- Produire des rapports et des représentations graphiques à partir des données pertinentes, les synthétiser et les traduire pour faciliter la prise de décision ;
- Mettre en production et intégrer les outils développés dans le système d'informations de la DGCCRF ;
- Produire la documentation technique relative aux développements effectués et réaliser un transfert de compétences vers les autres membres de la cellule numérique.
- Mettre en œuvre de nouvelles méthodologies de travail au sein de la Cellule Numérique (bonnes pratiques de développement, qualité, relecture de code, amélioration continue, etc.)
Présent·e tout au long du cycle de vie des données, vous serez amené·e à :
- Collecter des données à grande échelle (web scraping)
- Concevoir, créer et optimiser des bases de données
- Nettoyer et transformer des données
- Exploiter ces données
- Présenter les résultats obtenus suite à leur exploitation.",2024-01-14,2024-01-14,75 - Paris (Dept.),M1403,Data scientist,CDD,,,,,,,,,
342,9618960,Doctorant en IA (H/F),"En Bref : Cannes - CDI - Docteur en Intelligence Artificielle (F/H) -  Full remote possible
Adsearch, cabinet de recrutement basé à Nice  vous accompagne dans votre carrière pour vous trouver LE poste idéal.
Je recrute pour une start-up en croissance un Docteur en Intelligence Artificielle (H/F)
Vos missions :
Dans le cadre du développement des activités de lentreprise et dans la création de différents programmes dinnovation au sein dun laboratoire de recherche.
Analyse des solutions existantes
Proposer des solutions innovantes
Participer à lavancée des projets
Valoriser les résultats obtenus (articles, conférences, brevets...)
Participer aux choix techniques",2024-01-14,2024-01-14,06 - CANNES,M1403,Data scientist,CDI,"Annuel de 30000,00 Euros à 50000,00 Euros",,,,,,,43.555468,7.004585
343,9580312,DATA SCIENTIST H/F,"Référence CSP: 2023-1394058 
 Au sein du Datalab, le data scientist (F/H) travaille avec un product owner, un data scientist senior, des ingénieurs et un analyste de données pour développer des cas d'usages mobilisant des données et à fort impact.


Au sein d'une équipe produit suivant la méthode agile, vous aurez pour mission d'opérer l'analyse des données et développer des modèles et des algorithmes.

Vous serez chargé(e) de :

 - Développer des analyses, des traitements, des modèles et des algorithmes sur les données manipulées dans le cadre des cas d'usage incubés dans le Datalab afin de répondre aux besoins métiers identifiés

 - Veiller à ce que les outils et traitements développés dans le cadre du Datalab soient transférables aux entités chargées de les exécuter en production dans les administrations lorsque les cas d'usage data ont démontré leur impact et sont finalisés

 - Mener une veille technologique active pour mobiliser les meilleures technologies.

Au cours de la réalisation de vos missions, vous devrez être en veille permanente pour détecter des projets à impact à valoriser ou à accompagner.


L'agent(e) peut par ailleurs être amené(e) à renforcer ponctuellement les autres agents du département suivant l'intérêt du service.

Enfin, en fonction de l'évolution des priorités fixées à la DINUM et au département Etalab, il/elle peut être amené(e) à prendre ponctuellement en charge d'autres tâches et projets.",2024-01-13,2024-01-13,75 - Paris (Dept.),M1403,Data scientist,CDD,,,,,,,,,
344,9577138,DÉVELOPPEUR - DÉVELOPPEUSE / DATA SCIENTIST CONFIRMÉ(E) PEREN - 203 (H/F),"Référence CSP: MEF_2024-14857 
 Intégré(e) au sein d'une équipe d'experts en sciences des données et en intelligence artificielle, vous contribuerez et porterez directement certains projets inscrits à la feuille de route annuelle du PEReN. Vous pourrez ainsi contribuer à :
·         Identifier les grands principes de fonctionnement d'algorithmes des plateformes (recommandation, modération, classement, .) et les éventuels biais à l'aide d'analyses statistiques des données d'entrée et de sortie.
·         Étudier la performance des algorithmes de l'état de l'art en IA, par exemple en vision ou en traitement automatique des langues, notamment dans le domaine de l'intelligence artificielle générative.
·         Concevoir des dispositifs expérimentaux pour la collecte de données sur web ou mobile.
Afin de mener à bien ces missions, vous serez en charge, avec les autres membres de l'équipe-projet, de réaliser les collectes, analyses, croisements et exploitations de données pertinentes.
Vous pourrez également être amené(e) à apporter votre expertise sur de nouvelles politiques publiques, par exemple via l'analyse technique de nouvelles régulations françaises ou européenne, l'analyse critique des arguments avancés par les plateformes numériques, ou encore la vulgarisation d'éléments techniques à destination des membres du gouvernement ou du Parlement.
Les projets sont développés sur les systèmes informatiques opérés en propre par le PEReN et sont conduits par l'équipe dans leur entièreté.
Vous participerez également à des missions structurelles du PEReN : veille et état de l'art, développement et maintien de briques techniques transverses (mises à disposition par API de modèles, etc.).",2024-01-13,2024-01-13,75 - Paris (Dept.),M1403,Data scientist,CDD,,,,,,,,,
345,167QFJS,Data Scientist en Recherche Appliquée - Confirmé (H/F),"Au sein de notre service de recherche appliquée, vous intégrez une équipe en charge du développement de l'intelligence artificielle dans nos systèmes dédiés à la mesure, l'analyse et le pilotage d'équipements et d'installations électriques.
Dans ce cadre, vos missions consistent à :
-	Comprendre précisément les problématiques métier et les traduire de manière analytique ;
-	Identifier, collecter, préparer les données et réaliser une première analyse statistique ;
-	Développer des algorithmes permettant de répondre aux problèmes posés et veiller à leur industrialisation ;
-	Communiquer vos résultats et vos solutions en les confrontant avec les équipes Métier ;
-	Accompagner les équipes pour permettre leur montée en compétences.

Votre profil	

Titulaire d'un diplôme d'ingénieur en science des données / intelligence artificielle ou en génie électrique / électronique avec une expérience significative en science des données sur des projets.
Vous disposez de connaissances en systèmes embarqués (C / C++) et êtes rompus à la gestion de projets. Votre ouverture d'esprit alliée à votre force de proposition et votre capacité à synthétiser en vulgarisant les sujets vous permettent d'optimiser vos échanges avec les métiers.
Au regard de la dimension internationale du Groupe mais également des sujets développés, la maitrise de l'anglais (niveau B2 minimum) est impérative.

Vous avez envie de relever ce défi ? Alors rejoignez-nous et venez, vous aussi, contribuer au développement de Socomec, à la qualité de nos produits et services, notre performance et notre notoriété.

Référence : H-SSA-GTD-2023-2151",2024-01-12,2024-01-19,67 - BENFELD,M1403,Data scientist,CDI,,Temps plein,Cadre,Fabrication de matériel de distribution et de commande électrique,"[{'libelle': 'Anglais', 'exigence': 'E'}]",,,48.371893,7.595545
346,9519633,Data scientist (H/F),"Nous recherchons notre futur nouveau Data Engineer au sein du département des compétences spécialisées transverses (DCST) à Arcueil.
Vous intégrez la partie ""projet"" du centre de compétences Data / IA d'ICDC. Cette équipe projet dispose d'une task force permettant d'accompagner tous les projets, POC, etc, dans leur construction.

Accompagnée des équipes support des socles data, l'équipe définie et veille au respect des bonnes pratiques. L'équipe fait également le lien avec les socles data afin d'assurer une cohérence à tous les niveaux (socles en adéquation avec les besoins : services disponibles, performances, planning, ...).

Vos principales missions :

- Vous travaillez en étroite collaboration avec les équipes socles afin de définir les meilleurs choix
technologiques et participez au paramétrage et maintien de la plateforme Big Data
- Vous accompagnez les data scientists des métiers de la CDC, du datalab (innovation) ainsi que des data scientists d'Informatique CDC
- Vous les accompagnez tout au long des projets/POC
- Vous confrontez les différents besoins afin de proposer des solutions viables et cohérentes avec l'écosystème
- Vous définissez et veillez au respect des bonne pratiques
- Vous travaillez en étroite collaboration avec les équipes socles afin de définir les meilleurs choix technologiques et participez au paramétrage de la plateforme Big Data
- Vous recensez les besoins des différents utilisateurs et les redescendez aux équipes socles data
  
 Hard skills :

- Diplômé de niveau BAC + 5, vous justifiez d'au moins 3 année d'expérience.
- Maitrise de Python et SQL,
- Connaissance des plateformes Big Data (Hadoop), du Machine Learning, Deep Learning et Intelligence Artificielle.

Soft skills :

- Forte volonté et appétence au travail en équipe
- Rigueur
- Sens de la pédagogie et capacité à défendre son point de vue",2024-01-12,2024-01-12,94 - ARCUEIL,M1403,Data scientist,CDI,"Annuel de 45000,00 Euros à 55000,00 Euros",,,Conseil en systèmes et logiciels informatiques,,,,48.805178,2.333471
347,9516420,Consultant Data Scientist - Banque et Assurance - Paris H/F,"Pour le compte de clients bancaires et assurantiels, vous : 
 * Assurez le monitoring de la performance de votre solution sur l'ensemble du cycle de production en lien étroit avec les sponsors métiers et utilisateurs finaux,
 * Intervenez sur la conception de solutions data science & IA, du prototypage à l'industrialisation au sein d'équipes pluridisciplinaires,
 * Intervenez sur des thématiques faisant appel à du machine learning et scoring en lien avec la connaissance client, l'efficacité opérationnelle, l'optimisation de processus, la lutte anti-fraude dans les directions data orientées risque et marketing,
 * Évoluez dans un environnement technologique data science et/ou Big Data et vous serez ainsi amené à travailler en Python, R, Spark, SAS ou des solutions reconnues telles que Dataiku.
En interne, vous : 
 * Participez aux réponses d'appels d'offres sur votre spécialité,
 * Contribuez à la production de contenus d'expertise (podcasts, focus, articles, interviews et tables rondes) pour le Domaine d'excellence Data,
 * Jouez un rôle de référent pour les Consultants juniors,
 * Bénéficiez du programme de formations certifiantes spécialisées en data (Data Science, Machine Learning Engineer, CDO) ainsi qu'à un large choix de formations en ligne sur l'ensemble des expertises portées par le Groupe.
Diplômé d'au moins un Bac +5 (école d'Ingénieur, de commerce, ou universitaire), vous justifiez de minimum 3 ans d'expérience significative en data science. Les principaux attendus sont : 
 * Maîtrise des outils nécessaires aux missions proposées tels que Python, R, Spark/SAS et connaissance des solutions data science (Dataiku) et les infrastructures Cloud,
 * Maîtrise des problématiques du risque de crédit sur la partie validation de modèle, RWA, LGD, norme FRS9,
 * Connaissance des métiers du secteur bancaire et/ou assurantiels,
 * Partage de la culture de l'engagement, l'esprit d'équipe et l'ensemble des valeurs de Square Management,
 * Maîtrise d'un anglais courant.",2024-01-12,2024-01-12,75 - Paris (Dept.),M1403,Data scientist,CDI,"Annuel de 65000,00 Euros à 66000,00 Euros",,,Activités de banque centrale,,,,48.859295,2.345581
348,9511115,DATA SCIENTIST - CHARGÉ D'ÉVALUATION DES POLITIQUES PUBLIQUES (EX3) H/F,"Référence CSP: 2024-1444287 
 Les missions du data scientist s'articulent autour de grands axes :
· Exploitation et d'analyse de données (data analysis) autour de l'économétrie de l'évaluation, et éventuellement en ayant recours à des techniques de machine learning ;
· Exploration des bases des données (data mining) issues des applications de gestion des personnes placées sous main de justice de l'administration pénitentiaire, afin d'en évaluer la qualité et de développer de nouvelles bases de données issues de données brutes non encore exploitées ;
. Production de publications régulières, destinées aux institutions administratives, politiques, aux médias et au grand public.

Ces missions comportent plus concrètement les aspects suivants :
· Maîtrise des techniques d'évaluation quantitative (diff-de-diff, discontinuité, score de propension) et de leur mise en œuvre ;
· Construction des tables de données nécessaires à l'évaluation, à partir d'exploration ou d'appariement entre différentes sources ;
· Soutien à la réalisation d'évaluation ou la mission intervient en expertise : comment évaluer ? Limites et quelles données ?

La mission a déjà initié des projets qu'il faudra poursuivre avec les deux agents qui la composent :
· L'évaluation de l'aménagement des peines d'emprisonnement, les alternatives à l'emprisonnement ainsi que les conditions de détention ;
· Le rapprochement entre les sources disponibles sur les données du pénal ;
· Le suivi de projets d'évaluation en cours, en tant qu'expert.",2024-01-12,2024-01-12,75 - Paris (Dept.),M1403,Data scientist,CDD,,,,,,,,,
349,9463906,Développeur BI/Data Scientist H/F,"Le Développeur BI (Business Intelligence) a pour mission de créer et gérer des solutions de veille stratégique et analytique permettant de transformer des données en connaissances.
Votre quotidien sur le poste : 
 * Traduire les besoins des différents Services en spécifications techniques,
 * Concevoir, développer et déployer des solutions BI,
 * Réaliser des tests unitaires et procéder au dépannage,
 * Développer et exécuter des requêtes de base de données et procéder à des analyses,
 * Créer des visualisations et des rapports pour les projets demandés,
 * Développer et mettre à jour la documentation technique,
 * Réaliser d'extractions de données pour répondre aux demandes utilisateurs.
Niveau Licences en informatique, ingénierie. 
Maîtrise des bases de données et de l'exploration des données, des outils de reporting BI (Tableau Software, Power BI, Oracle BI), des requêtes SQL (Oracle, Sql Serveur). 
Connaissances approfondies des systèmes de gestion de base de données.",2024-01-11,2024-01-11,France,M1403,Data scientist,CDI,"Annuel de 30000,00 Euros à 40000,00 Euros",,,Autres activités de soutien aux entreprises n.c.a.,,,,44.125011,4.088285
